ArtigoID,QuoteID,TipoQuote,Página_yaml,Página_match,score,exact,snippet
ART_020,Q002,Intervenção,p.2,2,100.0,True,"To overcome these challenges, this study integrates Busi- ness Intelligence (BI) and Machine Learning (ML) within the CRISP-DM framework to develop a robust, data-driven model capa"
ART_020,Q003,Método,p.2,2,100.0,True,"The fourth section describes the methodology, including the rationale for select- ing CRISP-DM as the guiding framework, the unique chal- lenges posed by the oil and gas industry, "
ART_020,Q004,Mecanismo,p.16,16,100.0,True,"This enables logistics managers to align decisions with broader business goals, optimizing resources, reducing lead times, and improving customer satisfaction, all of which contrib"
ART_020,Q005,Outcome,p.4,4,100.0,True,"Random forests address this issue by averaging results across multiple decision trees, improving accuracy and effectively handling high-dimensional data in dynamic supply chains."
ART_020,Q006,Limitação,p.17,17,100.0,True,"One key limitation is the dataset’s time scope, restricted to the year 2022, which may not capture seasonal or year-to-year variations that impact import lead times."
ART_020,Q007,Método,p.2,2,100.0,True,"The third section presents the research model, outlining the use of BI, ML, and the CRISP-DM methodology in supply chain analytics while detailing the specific machine learning mod"
ART_020,Q008,Método,p.6,6,100.0,True,"This section explains the rationale for selecting the CRISP-DM methodology, details the case selection pro- cess, addresses data challenges, and describes other critical methodolog"
ART_021,Q001,Intervenção,p.2,2,100.0,True,The failures in the ESP system are classified based on the following parameters: – Mechanical type failures – Electrical type failures – Well failures Machine Learning Approach ESP
ART_021,Q002,Método,p.12,12,100.0,True,Data exploration through the visualization of parameters in time series and the association matrix allows to understand the relationships of the parameters in an analytical way.
ART_021,Q003,Outcome,p.1,1,100.0,True,This paper discusses the advantages of predicting failures in ESP pumps with performance greater than 60%.
ART_021,Q004,Outcome,p.2,2,99.26,False,"This is the result of a low resistance of the motors to temperatures higher than 400°F generating overheating, high tendency to Downthrust and Upthrust due to inefficient designs, "
ART_021,Q005,Outcome,p.2,2,100.0,True,"This is also the ALS with the widest production range, with availability to work different casing diameters and a financial benefit up to 90% based on volumetric efficiency."
ART_021,Q006,Outcome,p.2,2,100.0,True,"According to (Long Peng et al., 2021), electrical submersible pumps (ESP) are one of the most widely employed ALS, accounting for over 60% of the global oil production."
ART_021,Q007,Outcome,p.2,2,100.0,True,2 SPE-213140-MS Introduction Over 90% of producer wells in the world require an artificial lift system (ALS).
ART_022,Q001,Contexto,p.10,10,100.0,True,"10 SPE-217024-MS AI and digital solutions serve as the backbone of the platform, effectively addressing the industry's perennial challenges, such as operational inefficiencies, saf"
ART_022,Q002,Intervenção,p.9,9,100.0,True,"Discussion on the Systems Approach to Cargo Planning Cargo planning is a critical aspect of supply chain management, particularly in the offshore sector, where the movement of good"
ART_022,Q003,Método,p.2,2,100.0,True,"The system aims to streamline the supply chain process, provide a more flexible logistics method to the oil and gas industry, reduce costs, and improve efficiency through a strateg"
ART_022,Q004,Outcome,p.8,8,100.0,True,"This efficiency has led to a significant reduction in distance travelled, from 1,070 nautical miles to 527 nautical miles, a reduction of 51%, saving 68 hours of sailing time."
ART_022,Q005,Outcome,p.2,2,100.0,True,2 SPE-217024-MS The use of integrated logistics in the offshore sector has resulted in an overall cost reduction of 23% on the shipment of goods and a reduction of CO2 emissions by
ART_022,Q006,Outcome,p.8,8,100.0,True,"The case study also reports a reduction of CO2 emissions from 250 MT to 159 MT, amounting to a total reduction of 91 MT or 36%."
ART_022,Q007,Contexto,p.2,2,100.0,True,The offshore sector within the oil and gas industry presents unique challenges.
ART_023,Q001,Contexto,p.1,1,100.0,True,"Digital transformation in procurement uses artificial intelligence, big data, market intelligence, etc. to create self-learning systems; for the procurement of goods and services. "
ART_023,Q002,Método,p.13,13,100.0,True,SPE-207211-MS 13 Description of Methodology A questionnaire was sent out to collect primary data from employees working in procurement or related business departments in various oi
ART_023,Q003,Outcome,p.13,13,100.0,True,"The new transformed roles of procurement for industry 4.0 are also discussed in the conclusion, which includes: – Daily activities – Procurement decision-making activities – Strate"
ART_023,Q004,Limitação,p.9,9,100.0,True,"This can be advantageous because the data collected can have some degree of uncertainty, that would make the predictions not 100% accurate."
ART_023,Q005,Outcome,p.13,13,100.0,True,Majority of the participants also agree or strongly agree that artificial intelligence will be able to reduce day-to-day procurement activities and 70.9% of the participants believ
ART_023,Q006,Outcome,p.13,13,100.0,True,92.6% of participants either agreed or strongly agreed that Integrating Market Intelligence data from various external sources for procurement will give the organization better ins
ART_023,Q007,Outcome,p.1,1,100.0,True,The results and the observations of the study are used to measure the benefits of implementing cognitive procurement in the oil and gas industry 4.0.
ART_023,Q008,Mecanismo,p.1,1,100.0,True,The paper also provides insight into three governance models of human-machine interaction that is implemented in stages based on procurement requirement and technology adoption mat
ART_024,Q001,Contexto,p.3,3,100.0,True,"LLMs have proven to be beneficial in enhancing DSS and reducing potential human bias across different fields, including the oil and gas industry, with different tasks such as well "
ART_024,Q002,Intervenção,p.1,1,99.4,False,"This paper introduces an AIassistant chatbot based on the power of open-source large language models (LLMs), natural language processing (NLP), and data analytics, to aid in automa"
ART_024,Q003,Método,p.11,11,100.0,True,"As mentioned in the dataset section in Methodology, the proposed workflow has been tested on different contracts to study the effectiveness of the introduced approach."
ART_024,Q004,Outcome,p.11,11,100.0,True,"It was found that the workflow achieved 1.0 accuracy on querying and populating data from the original contract, however, the workflow performance on the other contracts varied sig"
ART_024,Q005,Limitação,p.11,11,100.0,True,"Challenges and Future Work The proposed workflow was limited to analyzing the technical sections of bid documents, and did not generalize about terms and conditions or other procur"
ART_024,Q006,Outcome,p.3,3,100.0,True,"2024) Enhancing Knowledge Management Systems (KMS) NLP, DL, LLMs, FAISS indexing Efficient document extraction, improved search capabilities Handling heterogeneous data, accuracy i"
ART_024,Q007,Outcome,p.11,11,100.0,True,"It was observed that the testing dataset showed 5% improvement when it came to issues related to similarity matching or variations in items description, however, no improvement was"
ART_024,Q008,Outcome,p.3,3,100.0,True,"2024b) Natural Language querying of upstream datasets LLMs, embeddings, indexing Fast, accurate search results, improved data discovery Handling unstructured data, accurate indexin"
ART_025,Q001,Contexto,p.2,2,100.0,True,"Keywords: Artificial Intelligence, Optimization, Economics, Inventory Management, Emissions Introduction With the increasing energy demand, geopolitical constraints, and volatile m"
ART_025,Q002,Intervenção,p.2,2,100.0,True,One such implementation is through the application of artificial intelligence (AI) and machine learning solutions that can assist organizations to make complex decision in real-tim
ART_025,Q003,Outcome,p.11,11,100.0,True,• Further iterative updates with additional data led to improvement in results and the model where the model predicted with an improved accuracy of 83% on the top 17 products and a
ART_025,Q004,Outcome,p.1,1,100.0,True,Further iterative updates with additional data led to improvement in results and the model where the model predicted with an improved accuracy of 83% on the top 17 products and an 
ART_025,Q005,Outcome,p.11,11,100.0,True,"SPE-214457-MS 11 • Across five years of predictions (2016 to 2019), the models were able to predict with 78% average accuracy for the top 10 products by volume which represents 75%"
ART_025,Q006,Outcome,p.7,7,100.0,True,"The final models were evaluated for accuracy and performance in predicting 2016, 2017, 2018, and 2019 total consumption and in predicting total consumption grouped into slow, mediu"
ART_025,Q007,Outcome,p.1,1,100.0,True,"Across five years of predictions (2016 to 2019), the models were able to predict with 78% average accuracy for the top 10 products by volume which represents 75% of inventory volum"
ART_026,Q001,Contexto,p.1,1,100.0,True,"Abstract In this paper, we introduce a cutting-edge solution to the complex challenge of managing operational costs in unconventional asset development, particularly concerning con"
ART_026,Q002,Intervenção,p.7,7,100.0,True,"As we move forward, continuous improvement through model retraining, and updates based on user feedback and new data, will remain central to our approach, ensuring that our solutio"
ART_026,Q003,Método,p.7,7,100.0,True,"Our methodology of temporal data partitioning reflects a nuanced understanding of operational dynamics, ensuring that the model is trained on historical data while validated and te"
ART_026,Q004,Mecanismo,p.4,4,100.0,True,"Each invoice is converted into a high-dimensional vector that effectively captures its semantic essence, therefore facilitating more accurate and efficient categorization."
ART_026,Q005,Outcome,p.4,4,100.0,True,Model Results The fine-tuned and selected model demonstrated a significant capability in achieving an overall accuracy of above 90% and macro accuracy of above 85% across more than
ART_026,Q006,Outcome,p.7,7,100.0,True,"SPE-221022-MS 7 Dynamic Updates A custom dashboard using Streamlit is created to track the model's performance metrics in real-time, providing clear visibility into accuracy rates,"
ART_026,Q007,Outcome,p.1,1,100.0,True,"Through rigorous model training and iterative refinement facilitated by the user interface, our approach attains an impressive accuracy exceeding 90% across all regions."
ART_027,Q001,Outcome,p.1,1,99.63,False,978-1-6654-1224-7/21/$31.00 ©2021 IEEE Machine Learning Algorithm Model for Improving Business Decisions Making in Upstream Oil & Gas Mohd Shahrizan Abd Rahman Faculty of Defence S
ART_027,Q002,Limitação,p.1,1,98.4,False,"However, the decisionmaker cannot produce the most accurate decision without detailed analysis based on a huge data received."
ART_027,Q003,Outcome,p.5,5,100.0,True,"[14] Hoi K Suen, Pui Wa Lei & Hongli Li, (2012), Data Analysis for Effective Decision Making, Chapter 7, DOI: 10.1093/oxfordhb/9780195369809.013.005 [15] David Arnott, Graham Perva"
ART_027,Q004,Outcome,p.5,5,100.0,True,"Epstein & Kristi Yuthas, (2008), Managing Opportunities and Risk, Published by The Society of Management Accountants of Canada, the American Institute of Certificated Public Accoun"
ART_027,Q005,Outcome,p.1,1,100.0,True,2021 International Congress of Advanced Technology and Engineering (ICOTEN) | 978-1-6654-1224-7/21/$31.00 ©2021 IEEE | DOI: 10.1109/ICOTEN52080.2021.9493499 Authorized licensed use
ART_027,Q006,Outcome,p.5,5,98.9,False,"Anani & Rajunor B., (2012), Portfolio Analysis Models: A Review European Journal of Business and Management www.iiste.org ISSN 2222-1905 (Paper) ISSN 22222839 (Online) Vol 4, No.18"
ART_027,Q007,Limitação,p.3,3,100.0,True,"However, in the long run, one cannot maintain vitality and quality of life without being involved in an innovative economy."
ART_027,Q008,Outcome,p.1,1,100.0,True,"Downloaded on January 19,2026 at 23:12:10 UTC from IEEE Xplore."
ART_028,Q001,Contexto,p.2,2,100.0,True,"Addressing root causes of project overdue Even though FPSO projects have brought numerous advantages in terms of flexibility and overcoming physical limitations, their complex natu"
ART_028,Q002,Intervenção,p.3,3,100.0,True,"Systematic Data Acquisition The proposed Data Acquisition framework concentrates on systematically gathering data from pasts and current FPSO projects, that could give essential in"
ART_028,Q003,Método,p.3,3,100.0,True,"A methodical approach is required to make sure for data accuracy, completeness, and standardization across all relevant parameters, thus systems engineering methodologies are appli"
ART_028,Q004,Outcome,p.7,7,100.0,True,/ Procedia Computer Science 253 (2025) 3318–3324 the piping discipline faces significant delays due to the limited availability and procurement complexities of special materials th
ART_028,Q005,Outcome,p.6,6,100.0,True,12552 2.000 1.983120 0.016880 12553 0.480 0.520104 -0.040104 12554 5.010 4.933487 0.076513 12555 3.000 2.487671 0.512329 12556 1.000 0.993331 0.006669 The development of this predi
ART_028,Q006,Outcome,p.6,6,100.0,True,"As Brazil hosts the largest number of FPSO projects, its laws and regulations are used as reference and its local content was considered a 40 % work completed locally, with penalti"
ART_028,Q007,Outcome,p.1,1,99.26,False,"Bruzzone1,2,*, Kirill Sinelshchikov3, Marco Gotelli1,2, Filippo Monaci2, Xhulia Sina2, Filippo Ghisi2, Luca Cirillo2, Antonio Giovannetti2 1DIME, Genoa University, Via Opera Pia 15"
ART_028,Q008,Outcome,p.1,1,100.0,True,This is an open access article under the CC BY-NC-ND license (https://creativecommons.org/licenses/by-nc-nd/4.0) Peer-review under responsibility of the scientific committee of the
ART_029,Q001,Contexto,p.10,10,99.26,False,"Based on historical statistical data and industry inertial development, this article obtains historical GDP, population, energy production, number of oil and gas employees, R&D inv"
ART_029,Q002,Intervenção,p.3,3,99.2,False,"Collectively, the literature increasingly emphasizes integrating ML techniques with resilience indices to construct more accurate resilience assessment systems based on big data an"
ART_029,Q003,Método,p.15,15,100.0,True,"Author Contributions: Conceptualization, Methodology, Data curation, Software, Validation, Writing—review and editing were performed by L.Y."
ART_029,Q004,Outcome,p.10,10,99.25,False,Variable Scenario 1 Scenario 2 Scenario 3 Scenario 4 Full-time Equivalent Input of R&D Personnel in the OGI −5% OGI Capital Stock +10% Gross Domestic Product +10% Energy Industry I
ART_029,Q005,Outcome,p.15,15,100.0,True,"Through four scenario simulations, it was found that compared with 2022, by 2032, the comprehensive resilience level of China’s OGI will increase by 2.48%, 4.19%, and 5.49%, respec"
ART_029,Q006,Outcome,p.10,10,100.0,True,"This −5% perturbation is grounded in neutral projections of working-age population decline reported by the National Bureau of Statistics and recent demographic forecasts, and it is"
ART_029,Q007,Outcome,p.7,7,100.0,True,"Numerical Range Rating [0, 0.3) Low resilience [0.3, 0.45) Medium-low resilience [0.45, 0.7) Medium resilience [0.7–0.85) Medium-strength resilience [0.85–1.0) Strength resilience "
ART_029,Q008,Contexto,p.9,9,100.0,True,"The industry exhibited comprehensive improvements across recovery resilience, adaptability resilience, responsiveness resilience, and innovation resilience, reflecting its growing "
ART_030,Q001,Intervenção,p.1,1,99.63,False,Multi-Model Machine Learning Approaches for Fault and Anomaly Detection in Petroleum Product Distribution: A Comparison 1st Elinda Kajo Mec¸e Faculty of Information Technology Poly
ART_030,Q002,Método,p.2,2,98.09,False,"Section III outlines the methodology, including a description of the dataset, preprocessing steps, and details on the supervised and unsupervised models employed for fault detectio"
ART_030,Q003,Outcome,p.2,2,100.0,True,"Section IV discusses challenges encountered during the study and talk about the results and evaluates model performance using classification metrics such as accuracy, precision, re"
ART_030,Q004,Limitação,p.5,5,99.46,False,"To negate this, the incorporation of future work could use external context knowledge such as weather, real-time logistic constraints, or domain knowledge regulations to strengthen"
ART_030,Q005,Outcome,p.4,4,100.0,True,"The main metrics used to define the model’s efficiency and performance are accuracy, precision, recall, f1 score, and roc area under the curve, where it is noticed that both superv"
ART_030,Q006,Outcome,p.5,5,98.98,False,"The hybrid model using Kmeans and the isolation forest showed an accuracy of 0.95, and the other hybrid model combining supervised and unsupervised learning using K-Nearest Neighbo"
ART_030,Q007,Outcome,p.5,5,100.0,True,"Table I summarizes model performances, while Figure 2 shows the anomalies found in the territory of Italy divided by two clusters along with their centroids, where the red zone 202"
ART_030,Q008,Outcome,p.5,5,100.0,True,"In summary, KMeans & Isolation Forest emerged as the best-performing model, achieving the highest accuracy (0.95), recall (0.89), and ROC AUC score (0.93), making it the most relia"
ART_031,Q001,Contexto,p.1,1,100.0,True,"Abstract Oil and gas fields are often characterized by wide distribution of facilities and equipment, harsh natural environments, difficulties in engineering construction and produ"
ART_031,Q002,Intervenção,p.3,3,99.26,False,"On the digital twin platform, rapid modeling technology is applied to realize the twin construction of digital employees, office environments and major equipment, the twin creation"
ART_031,Q003,Método,p.2,2,100.0,True,"The traditional management methods rely on experience and historical data, which make it difficult to cope with the complex and changing underground environment and equipment opera"
ART_031,Q004,Outcome,p.2,2,99.63,False,"2 SPE-221969-MS the company's data governance capability, optimizes the operation and management process, improves the production operation efficiency, directly reduces the labor c"
ART_031,Q005,Outcome,p.3,3,99.26,False,"The platform seamlessly integrates application bandwidth adaptive scheduling with client-side caching and fusion technology, improved Forward Error Correction coding (FEC) and Auto"
ART_031,Q006,Outcome,p.1,1,100.0,True,"Aiming at the problem of poor network transmission conditions, this paper researches the adaptive dimensionality reduction algorithm for digital twin high-dimensional animation dat"
ART_032,Q001,Contexto,p.2,2,100.0,True,"Recognizing and Understanding the risk factors associate with energy sector is not only a construction market need, but also it is essential to the upstream and downstream oil and "
ART_032,Q002,Intervenção,p.1,1,99.26,False,"The proposed methodology consists of the following phases: risk planning, risk identiﬁcation using documentation review and expert interviews, risk analysis using a multi-criteria "
ART_032,Q003,Método,p.12,12,100.0,True,"In order to verify the proposed methodology, the next stage involves the use of documentary reviews, expert interviews and questionnaire survey for primary data collection (system "
ART_032,Q004,Outcome,p.3,3,100.0,True,"According to the World Bank report in 2017, the Oil and Gas ﬁelds in Iraq contributes to around 65% of its gross domestic product (GPD), and over 90% of the public income and most "
ART_032,Q005,Contexto,p.8,8,99.26,False,"In order to obtain the proposed system requirement, interviews with experts are needed; to identify risk factors in oil and gas projects where no documentary data are available; to"
ART_032,Q006,Contexto,p.3,3,100.0,True,"Proposed Risk Management Decision Support … 409 2 Literature Review 2.1 Oil and Gas Industry in Iraq Iraq has become the 4th largest oil producer in the world after Russia, Saudi A"
ART_032,Q007,Contexto,p.5,5,100.0,True,"Documentation analysis in this research includes risk data, risk behaviour, causes of project failure and adopted strategies for decision making when managing risks at the oil and "
ART_032,Q008,Contexto,p.12,12,99.22,False,This paper concludes that establishing a structured methodology for managing construction projects risks for oil and gas projects will increase the effectiveness of projects risk m
ART_033,Q001,Mecanismo,p.4,4,99.15,False,The RQLNet model is designed to handle high-dimensional financial time-series data efficiently and adopts a multi-layer architecture to mitigate the excessive penalization often en
ART_033,Q002,Outcome,p.1,1,100.0,True,"The proposed model improves the accuracy of tail risk measurement while addressing the issue of excessive penalization in spillover weights, offering enhanced interpretability and "
ART_033,Q003,Contexto,p.2,2,97.96,False,"Petroleum supply chain enterprises are vulnerable to external shocks and can significantly affect other industries under extreme scenarios. Therefore, accurately measuring tail ris"
ART_033,Q004,Intervenção,p.5,5,100.0,True,"Layer 4 further optimizes the model by using a path-following Lasso regularization regression with kernel weights. In this layer, the number of paths is set to 500, and the optimal"
ART_033,Q005,Outcome,p.1,1,99.13,False,"Tail risk spillovers propagate from up- and midstream to downstream and ultimately to end enterprises. Structurally, the up- and midstream are the main sources, whereas the downstr"
ART_033,Q006,Outcome,p.1,1,100.0,True,"The tail risk sensitivities of Chinese petroleum supply chain enterprises exhibit significant differences across macroeconomic factors and across types of enterprises. Overall, the"
ART_033,Q007,Limitação,p.21,21,100.0,True,"This study faces limitations due to the reliance on cross-sectional data, which is commonly used in most econometric analyses of financial data, such as log-returns at specific tim"
ART_033,Q008,Método,p.8,8,99.61,False,"Building on these developments, the RQLNet proposed in this paper further raises overall measurement accuracy—especially achieving a closer fit to realized returns in non-tail peri"
ART_034,Q001,Contexto,p.4,4,100.0,True,"Inventory Problems and Analysis Wild (2017) pointed out that inventory could suffer from obsolescence, slow systems, and extra stock due to inefficiencies in determining accurate q"
ART_034,Q002,Intervenção,p.9,9,99.26,False,"3d), which could be influenced by various factors, including adjustments to the drilling schedule, weather conditions – especially for offshore rigs affected by wind speed, wave he"
ART_034,Q003,Método,p.15,15,99.26,False,"of Returns 1 30"" Conductor 28 75 75 2 24"" Conductor 28 42 33 3 20"" Casing 26 51 29 4 18 5/8"" Casing 27 77 37 5 13 3/8"" Casing 38 129 126 6 9 5/8"" Casing 37 135 117 7 7"" Liner 43 15"
ART_034,Q004,Outcome,p.2,2,100.0,True,"(2023) highlighted the significant, yet under-researched potential of artificial intelligence (AI) in inventory management in oilfields and discerned that data analytics and machin"
ART_034,Q005,Limitação,p.12,12,100.0,True,The objective of the introduced constraints was to guarantee that a subclass item cannot be issued before it had been already purchased and received through a PO.
ART_034,Q006,Método,p.15,15,100.0,True,"Progressive Outputs Derived from Methodology In this section, an illustrative example is introduced, depicting the expected output dataset from each block in the methodology."
ART_034,Q007,Método,p.2,2,100.0,True,The Methodology section details the workflow used to generate the synthetic dataset.
ART_035,Q001,Contexto,p.2,2,99.38,False,"Key to effective emergency response logistics are accurate, real-time data about technologies, capabilities, and availabilities; this is particularly important in remote settings, "
ART_035,Q002,Contexto,p.2,2,100.0,True,"Emergency response logistics data are often disaggregated, incomplete, and captured by multiple stakeholders using different platforms, standards, and data definitions"
ART_035,Q003,Intervenção,p.8,8,100.0,True,A neural network model was created using freely available open-source resources. A preliminary algorithm was developed that used color coding to highlight duplicative and incomplet
ART_035,Q004,Mecanismo,p.9,9,98.91,False,"The neural net model deployed was able to detect, diagnose, and correct anomalies in the dataset, resulting in several improvements: Improved data quality, as missing, incomplete, "
ART_035,Q005,Outcome,p.8,8,99.02,False,"The differences in time required for data cleaning using the automated anomaly detection scripts and using the neural nets approaches were significant, with a 78.33% reduction in t"
ART_035,Q006,Outcome,p.8,8,100.0,True,"The Visual Basic script data cleaning required over three times the cleaning time compared to the use of the neural nets, showing significant process improvements"
ART_035,Q007,Limitação,p.10,10,99.62,False,The self-healing algorithms were developed with a single dataset comprising data from 2048 ships and multiple Arctic shippers for an 8-month period in 2023. The time period covered
ART_035,Q008,Método,p.6,6,100.0,True,"The data comprised 11,568 oil spill response records from 2048 participating vessels making transits through waters off Western Alaska and the Arctic between 1 January and 31 Augus"
ART_036,Q001,Contexto,p.1,1,99.68,False,"Currently, OQEP's procurement evaluation process for in-house items relies on multiple manuals, paper-based stages, particularly in the technical bid evaluation. This process is ti"
ART_036,Q002,Contexto,p.3,3,100.0,True,Manual processes in procurement evaluation can cause up to a 20%-25% loss of critical information across multiple stages of evaluation.
ART_036,Q003,Intervenção,p.1,1,100.0,True,"The proposed Artificial Intelligence based system will automate data extraction from bid submissions, evaluate compliance with minimum requirements, and generate reports, significa"
ART_036,Q004,Mecanismo,p.4,4,100.0,True,"By automating the extraction, entering and verification of these key pieces of information, the system reduces the likelihood of human error and significantly speeds up the process"
ART_036,Q005,Mecanismo,p.5,5,100.0,True,"By centralizing this information, the system will provide stakeholders with an access to critical data, improving transparency and decision-making."
ART_036,Q006,Outcome,p.6,6,100.0,True,"By removing these manual steps, the AI system ensures greater consistency and reliability in compliance evaluations, leading to more accurate results."
ART_036,Q007,Limitação,p.6,6,100.0,True,The AI based solution shall be tested through a pilot phase before full implementation to ensure the functionality and accuracy of the system to avoid systematic errors which can l
ART_036,Q008,Outcome,p.7,7,99.57,False,"Further research and testing will be necessary to refine the system, but the early results indicate that this digital solution has the potential to deliver substantial improvements"
ART_037,Q001,Intervenção,p.10,10,100.0,True,"From this perspective, it is essential to understand the need to shift from the level of detail typical of transactional systems that analyze data at the maximum level of detail to"
ART_037,Q002,Método,p.10,10,100.0,True,"To reduce the risk associated with the intrinsic nature of this methodology, it is crucial to involve all stakeholders so that the initiative has the organization’s support, which "
ART_037,Q003,Outcome,p.11,11,100.0,True,"As also mentioned within the results sub-section and the image below, the optimized baseline models (scenarios 5, 10, 11 and 12) show a cost savings of around 9%."
ART_037,Q004,Limitação,p.8,8,100.0,True,"Note that a dummy plant beside the Al Ruwais facility, named as MFG_0000 has also been configured into the model so that demand which cannot be satisfied due to specific constraint"
ART_037,Q005,Outcome,p.2,2,100.0,True,Model identified potential cost savings of up to 9% of supply chain logistics cost compared to the baseline for the 12-month period.
ART_037,Q006,Outcome,p.9,9,99.26,False,Scenario Description Comment 1 BaselineNoLT All lead times from dummy plant to IHPs are set to zero Used for debugging infeasibility 2 Optimize IHP selection Baseline flows disable
ART_037,Q007,Outcome,p.9,9,100.0,True,11 Exclusion of selected transportation policies Constraints of (4) + specific transport policies excluded To exclude specific lanes 12 Scenario (4) + (7) + (10) Constraints relate
ART_037,Q008,Outcome,p.11,11,100.0,True,"Also, as the model is a multi-period model, the reports coming out of the model will give a 12-month future view of the flows and operations within the network and can be used to a"
ART_038,Q001,Contexto,p.3,3,100.0,True,"Modern research claims that decision-makers operate in a complex and rapidly changing environment, which is characterised by the fact that: It is necessary to make several decision"
ART_038,Q002,Intervenção,p.4,4,100.0,True,The concept of economics as a complex adaptive system creates the need for a search and implementation of a new methodology that allows modelling processes.
ART_038,Q003,Método,p.4,4,100.0,True,SD is a methodology for studying and modelling systems that are characterised by feedback cycles in complex mutual causal relationships of their parameters.
ART_038,Q004,Outcome,p.9,9,98.94,False,References ABBYY IDC Research (2019) Artificial Intelligence Market in Russia [online] https://promo.abbyy.com/rs/446-REF821/images/ABBYY%20IDC%20Research.pdf/ (accessed 25 Februar
ART_038,Q005,Intervenção,p.3,3,100.0,True,"The methodology of the research is based on a system approach, comparative analysis, and methods and procedures of modelling."
ART_038,Q006,Intervenção,p.4,4,100.0,True,Table 1 Comparative characteristic of approaches to simulation Parameter System dynamics Agent modelling Basic model element Feedback loop Agent Analysis area System structure Agen
ART_038,Q007,Intervenção,p.3,3,100.0,True,"The paper also focuses on comparative analysis of such approaches in simulation as agent modelling and system dynamics (SD), as applied to logistics processes (the processes of oil"
ART_038,Q008,Intervenção,p.5,5,100.0,True,"4 Implementation of the model in a modelling environment Implemented subsystems with characteristic behaviour, their parameters, and variables implemented logic and communications "
